question_code,source_year,source_type,knowledge_point,question_text,answer_text,image_path,language,favourite
PGA-LAB07-Q05,2024,Lab Worksheet,"Arrays, Iteration, Fundamental","Rogue-like game movement We are going to develop the first stages of a turn-based ""Rogue-like"" game. The most important part of a game is where the players play - ie, the world. In our game, the world will consist of a flat area of land that will be represented using text characters. the map should look like below: ########## #...@....# #........# #........# #........# #........# #........# ########## Command: The dimensions of the map are 10 x 8 locations. The character '@' represents the player, the '#' represents a solid wall which the player cannot move through, and the '.' represents empty space which the player can move through. Below the map there is a blank line then a prompt for the user to enter a command and press return.  If the user enters '8', the character should move 1 location up.  If the user enters '2', the character should move 1 location down.  If the user enters '4', the character should move 1 location left.  If the user enters '6', the character should move 1 location right.  If the user enters '0', the program should exit. If the user tries to move the character into a position that is impossible, the character should stay in the current position, and an error message should appear between the bottom of the map and the command prompt saying ""Invalid move!"". You can represent the game map any way you wish. One way is to use a 2D char array to represent the map.","#include <stdio.h>

void updatemap(char a[8][10],int x, int y);
void printmap(char a[8][10]);

int main(int argc, char *argv[])
{
  char map[8][10];
 
  int i,j;
  int posix=4, posiy=1;

  for(i=0;i<10;i++)
    {
      map[0][i]='#';
      map[7][i]='#';
    }
 
  for(i=0;i<8;i++)
    {
      map[i][0]='#';
      map[i][9]='#';
    }

  for(i=1;i<=6;i++)
    {
      for(j=1;j<=8;j++)
	map[i][j]='.';
    }
  map[posiy][posix]='@';
  printmap(map);

  printf(""Enter a command and press return.\n"");
  printf(""If entering '8', the @ char moves 1 step up\n"");
printf(""If entering '2', the @ char moves 1 step down\n"");
printf(""If entering '4', the @ char moves 1 step left\n"");
printf(""If entering '6', the @ char moves 1 step right\n"");
printf(""If entering '0', the program exits\n"");

 int value=1;
 int control;
 while(value>0)
   {
     scanf(""%d"",&control);

     switch(control)
       {
       case 8:
	 if(posiy>1)
	   {  posiy--;
	     updatemap(map,posix,posiy);
	     printmap(map);
	   }
	 else
	   printf(""Invalid move!\n"");
	 break;
      
       case 2:
	 if(posiy<6)
	   {  posiy++;
	     updatemap(map,posix,posiy);
	     printmap(map);
	   }
	 else
	   printf(""Invalid move!\n"");
	 break;
       
       case 4:
	 if(posix>1)
	   { posix--;
	     updatemap(map,posix,posiy);
	     printmap(map);
	   }
	 else
	   printf(""Invalid move!\n"");
	 break;
       
       case 6:
	 if(posix<8)
	   { posix++;
	     updatemap(map,posix,posiy);
	     printmap(map);
	   }
	 else
	   printf(""Invalid move!\n"");
	 break;

       case 0:
	 value=0;
	 break;

       default:
	 printf(""Invalid movev!\n"");
	 break;
       }
   }

}



void updatemap(char a[8][10],int x, int y)
{
  int i,j;  
  for(i=1;i<=6;i++)
    {
      for(j=1;j<=8;j++)
	a[i][j]='.';
    }
  a[y][x]='@';
  
}

void printmap(char a[8][10])
{
  int i,j;
  for(i=0;i<8;i++)
    {
      for(j=0;j<10;j++)
	printf(""%c"",a[i][j]);
      printf(""\n"");
    }

}",,C,0
PGA-LAB08-Q01,2024,Lab Worksheet,"Singly Linked List, Structures, Pointers and Arrays, Dynamic Memory Allocation, Fundamental, Iteration","Expanding Integer List
This task is to create functions to handle single-linked lists. The file with the name int_list.c(incomplete) contains the definition of a structure which can hold an integer value and a pointer to the next list structure in the list and a few functions, to append, print the list. Based on the lecture, complete the implementation of such a data-structure with the following functions. In each case, think about what different situations you may have (eg, empty vs non-empty list) and how you could handle errors.

Textbook Chapter 12 also covers data-structures in C and might be helpful (be careful of the type definitions though. The book likes to typedef pointer types, which I think is confusing because it can make things that are pointers look like they are not, and vice-versa).

list_prepend that takes a pointer to a pointer to the first element of a list and a new value, and adds that new value to the start of the list.
int list_prepend(IntList **start, int newval);
list_insert that takes a pointer to a pointer to the first element of a list, a new value, and an index, and adds that new value before the n'th element of the list.
int list_insert(IntList **start, int newval, int index);
list_get that takes a pointer to the first element of a list and an index, and returns the the value at that index.
int list_get(IntList *start, int index);
list_contains that takes a pointer to the first element of a list and a target value, and returns true or false if the list does or does not contain that value.
int list_contains(IntList *start, int target);
list_remove that takes a pointer to a pointer to the first element of a list and an index, and removes that element at that index from the list.
void list_remove(IntList **start, int index);
list_free that takes a pointer to the first element of a list, and free all allocated memory.
void list_free(IntList *start)","#include <stdio.h>
#include <stdlib.h>
#include <assert.h>

/* Unsorted integer list. */
struct int_list {
   int value;
   struct int_list *next;
};
typedef struct int_list IntList;

// Given a list, print the values in the list.
void list_print(IntList *start)
{
   IntList *cur = start;
   printf(""["");
   if(cur != NULL)
   {
      printf(""%d"", cur->value);
      while(cur->next != NULL)
      {
	 cur = cur->next;
	 printf("",%d"", cur->value);
      }
   }
   printf(""]\n"");
}

// Given a list, append the given value to the list.
// CHANGE: return true/false on success/failure.
int list_append(IntList **start, int val)
{
   if(*start == NULL)
   {
      IntList *n = malloc(sizeof(IntList));
      if(n == NULL)
      {
	 // error, cannot allocate memory for new list node.
	 return 0;
      }
      n->value = val;
      n->next = NULL;
      *start = n;
   }
   else
   {
      IntList *cur = *start;
      while(cur->next != NULL)
      {
	 cur = cur->next;
      }
      IntList *n = malloc(sizeof(IntList));
      if(n == NULL)
      {
	 // error, cannot allocate memory for new list node.
	 return 0;
      }
      n->value = val;
      n->next = NULL;
      cur->next = n;
   }
   return 1;
}

// Given a list, prepend the given value to the list.
// CHANGE: return true/false on success/failure.
int list_prepend(IntList **start, int val)
{
   IntList *n = malloc(sizeof(IntList));
   if(n == NULL)
   {
      // error, cannot allocate memory for new list node.
      return 0;
   }
   n->value = val;
   n->next = NULL;

   if(*start == NULL)
   {
      // empty list
      *start = n;
   }
   else
   {
      // existing list
      n->next = *start;
      *start = n;
   }
   return 1;
}

// Given a list, free all the elements of the list and set the start to NULL
// so we don't accidentally use it in the future.
void list_free(IntList **start)
{
   IntList *cur = *start;
   while(cur != NULL)
   {
      IntList *temp = cur->next;
      free(cur);
      cur = temp;
   }
   *start = NULL;
}

// Given a list, return the value of the n'th position (zero-based).
// If n is out-of-bounds, return 0.
int list_get(IntList *start, int n)
{
   IntList *cur = start;
   if(n < 0)
   {
      return -1;
   }
   while(cur != NULL)
   {
      if(n == 0)
      {
	 return cur->value;
      }
      else
      {
	 n--;
	 cur = cur->next;
      }
   }
   return -1;
}

// Given a list, return the length of the list.
int list_length(IntList *start)
{
   int len = 0;
   IntList *cur = start;
   while(cur != NULL)
   {
      len++;
      cur = cur->next;
   }
   return len;
}

// Given a list, insert a new val after the n'th position of the list (zero-based).
// If n < 0, insert at beginning.  If n >= length, insert at end.
// CHANGE: return true/false on success/failure.
int list_insert(IntList **start, int n, int val)
{
   if(*start == NULL || n <= 0)
   {
      // if empty, just reuse the prepend function to put it in list.
      // if n == 0, then we should prepend anyway.
      return list_prepend(start, val);
   }
   else
   {
      n--; // we've already dealt with the first position above, so decrement n.
      IntList *prev = *start;
      IntList *cur = (*start)->next;
      
      IntList *el = malloc(sizeof(IntList));
      if(el == NULL)
      {
	 return 0;
      }
      el->value = val;
      el->next = NULL;  // we overwrite this later, setting NULL here is for safety in case we make a mistake and forget to set it later.

      while(cur != NULL)
      {
	 if(n == 0)
	 {
	    prev->next = el;
	    el->next = cur;
	    return 1;
	 }
	 n--;
	 prev = cur;
	 cur = cur->next;
      }
      prev->next = el;
      el->next = NULL;
      return 1;
   }
}

// Given a list and a value, return true if it is in the list, false otherwise.
int list_contains(IntList *start, int target)
{
   IntList *cur = start;
   while(cur != NULL)
   {
      if(cur->value == target)
      {
	 return 1;
      }
      cur = cur->next;
   }
   return 0;
}

int main(int argc, char *argv[])
{
	int value;
		
	for(;;)
	{
		printf(""Input: "");
		scanf(""%d"", &value);
		if(value == 0)
			break;
	}
	return 1;
}



",,C,0
PGA-LAB09-Q01,2024,Lab Worksheet,"Files and IO, Characters and Strings, Arrays, Iteration, Functions 1, Strings and Debugging","Word-guessing game from dictionary
In Lab 6, one of the tasks was to create a word guessing game (Hangman). When the program was run, the first stage was for the user to type in all the possible words to randomly pick from. This is rather tedious. Normally, it can be any possible word in the dictionary. Luckily for us, Linux distributions normally have a dictionary text file which contains all the words in the dictionary, 1 word per line. This is stored at ""/usr/share/dict/words"". Be aware that there might be some non-English characters in the dictionary; if you treat each character as just an ASCII code between 0-255 it will be fine. I suggest filtering them in your program to only use the representing letters 'a' - 'z'.

Create a copy of your Lab 6 program and then modify it so that it reads all the words from the dictionary file into the program, then randomly chooses from them each time a new game starts.
","#include <stdio.h>
#include <stdlib.h>
#include <string.h>
#include <time.h>
#include <ctype.h>

// Check if a string contains only lowercase letters a-z
int is_valid_word(const char *word) {
    for (int i = 0; word[i] != '\0'; i++) {
        if (!isalpha(word[i]) || !islower(word[i])) {
            return 0;
        }
    }
    return 1;
}

// Read dictionary from file, return array of words and number of words
char **read_dictionary(const char *filename, int *word_count) {
    FILE *file = fopen(filename, ""r"");
    if (file == NULL) {
        perror(""Error opening dictionary file"");
        return NULL;
    }

    int capacity = 1000;
    char **words = malloc(capacity * sizeof(char *));
    if (words == NULL) {
        fclose(file);
        return NULL;
    }

    char buffer[256];
    int count = 0;

    while (fgets(buffer, sizeof(buffer), file)) {
        // Remove trailing newline
        size_t len = strlen(buffer);
        if (len > 0 && buffer[len - 1] == '\n') {
            buffer[len - 1] = '\0';
        }

        // Convert to lowercase and check validity
        char lower[256];
        int valid = 1;
        for (int i = 0; buffer[i]; i++) {
            if (isalpha(buffer[i])) {
                lower[i] = tolower(buffer[i]);
            } else {
                valid = 0;
                break;
            }
        }
        lower[len] = '\0';

        if (valid && is_valid_word(lower)) {
            // Expand array if needed
            if (count >= capacity) {
                capacity *= 2;
                char **temp = realloc(words, capacity * sizeof(char *));
                if (temp == NULL) {
                    // Clean up and return
                    for (int i = 0; i < count; i++) free(words[i]);
                    free(words);
                    fclose(file);
                    return NULL;
                }
                words = temp;
            }

            words[count] = malloc(strlen(lower) + 1);
            if (words[count] == NULL) {
                // Clean up
                for (int i = 0; i < count; i++) free(words[i]);
                free(words);
                fclose(file);
                return NULL;
            }
            strcpy(words[count], lower);
            count++;
        }
    }

    fclose(file);
    *word_count = count;
    return words;
}

int main() {
    srand(time(NULL));

    // Read dictionary
    int num_words;
    char **words = read_dictionary(""/usr/share/dict/words"", &num_words);
    if (words == NULL || num_words == 0) {
        printf(""Failed to load dictionary or no valid words found.\n"");
        return 1;
    }

    char play_again = 'y';
    while (play_again == 'y' || play_again == 'Y') {
        // Randomly select a word
        int index = rand() % num_words;
        char *secret = words[index];
        int len = strlen(secret);

        // Initialize display with underscores
        char display[len + 1];
        for (int i = 0; i < len; i++) {
            display[i] = '_';
        }
        display[len] = '\0';

        int lives = 5;
        int game_over = 0;
        int won = 0;

        while (!game_over) {
            // Print current word state
            printf(""Word: "");
            for (int i = 0; i < len; i++) {
                printf(""%c "", display[i]);
            }
            printf(""\n"");

            printf(""Guess (%d lives): "", lives);

            char guess[32];
            scanf(""%31s"", guess);
            int guess_len = strlen(guess);

            // Convert guess to lowercase
            for (int i = 0; i < guess_len; i++) {
                guess[i] = tolower(guess[i]);
            }

            if (guess_len == 1) {
                char ch = guess[0];
                int found = 0;
                for (int i = 0; i < len; i++) {
                    if (secret[i] == ch && display[i] == '_') {
                        display[i] = ch;
                        found = 1;
                    }
                }
                if (!found) {
                    lives--;
                }
            } else {
                if (strcmp(guess, secret) == 0) {
                    won = 1;
                    game_over = 1;
                } else {
                    lives--;
                }
            }

            // Check if all letters revealed
            int all_revealed = 1;
            for (int i = 0; i < len; i++) {
                if (display[i] == '_') {
                    all_revealed = 0;
                    break;
                }
            }
            if (all_revealed) {
                won = 1;
                game_over = 1;
            }

            if (lives <= 0) {
                game_over = 1;
            }
        }

        if (won) {
            printf(""Correct! The word was: %s\n"", secret);
        } else {
            printf(""You lost! The word was: %s\n"", secret);
        }

        printf(""Do you want to play again (y/n)? "");
        scanf("" %c"", &play_again);
    }

    // Free allocated memory
    for (int i = 0; i < num_words; i++) {
        free(words[i]);
    }
    free(words);

    return 0;
}",,C,0
PGA-LAB010-Q01,2024,Lab Worksheet,"Doubly Linked List, Stack and Queue, Structures, Dynamic Memory Allocation, Pointers and Arrays, Iteration","Doubly-linked list
Copy your integer list code from last lab, then modify the copied code to implement a doubly-linked list rather than a singly-linked list. Change the type and function names so they aren't the same as the previous code (for example, by prepending ""dll_"" for doubly-linked list). You should also add two new functions:

dll_next_element which takes a pointer to a doubly-linked list element and returns a pointer to the next element in the list, or NULL.
dll_prev_element which takes a pointer to a doubly-linked list element and returns a pointer to the previous element in the list, or NULL.
After you have done that, also write the equivalent prev_element function for your singely-linked list type (you don't have the prev pointer to help you this time).

Stack
Implement a stack data-type. It should support the following operations:

stack_create which takes no arguments and returns a pointer to a stack data-structure, or NULL on error.
stack_push which takes a stack pointer and an integer and adds that number to the top of the stack.
stack_pop which takes a stack pointer and removes and returns the value from the top of the stack, or indicates an error if there is no numbers left (you can choose how to implement that error).
Queue
Implement a queue data-type. It should support the following operations:

queue_create which takes no arguments and returns a pointer to a queue data-structure, or NULL on error.
queue_enqueue which takes a queue pointer and an integer and adds that number to the back of the queue.
queue_dequeue which takes a queue pointer and removes and returns the value from the front of the stack, or indicates an error if there is no numbers left (you can choose how to implement that error).","#include <stdio.h>
#include <stdlib.h>

// ==================== Doubly Linked List ====================
typedef struct dll_node {
    int data;
    struct dll_node *prev;
    struct dll_node *next;
} dll_node;

// Helper to create a new node (for demonstration)
dll_node* dll_create_node(int value) {
    dll_node *new_node = malloc(sizeof(dll_node));
    if (new_node) {
        new_node->data = value;
        new_node->prev = NULL;
        new_node->next = NULL;
    }
    return new_node;
}

// Insert at beginning (example)
void dll_insert_begin(dll_node **head, int value) {
    dll_node *new_node = dll_create_node(value);
    if (!new_node) return;
    new_node->next = *head;
    if (*head) (*head)->prev = new_node;
    *head = new_node;
}

// dll_next_element: return pointer to next element or NULL
dll_node* dll_next_element(dll_node *element) {
    return element ? element->next : NULL;
}

// dll_prev_element: return pointer to previous element or NULL
dll_node* dll_prev_element(dll_node *element) {
    return element ? element->prev : NULL;
}

// ==================== Singly Linked List ====================
typedef struct sll_node {
    int data;
    struct sll_node *next;
} sll_node;

// Helper for singly linked list
sll_node* sll_create_node(int value) {
    sll_node *new_node = malloc(sizeof(sll_node));
    if (new_node) {
        new_node->data = value;
        new_node->next = NULL;
    }
    return new_node;
}

void sll_insert_begin(sll_node **head, int value) {
    sll_node *new_node = sll_create_node(value);
    if (!new_node) return;
    new_node->next = *head;
    *head = new_node;
}

// sll_prev_element: return pointer to previous element (must traverse from head)
sll_node* sll_prev_element(sll_node *head, sll_node *element) {
    if (!head || !element || head == element) return NULL;
    sll_node *current = head;
    while (current && current->next != element) {
        current = current->next;
    }
    return current; // will be NULL if element not found or no previous
}

// ==================== Stack (using singly linked list) ====================
typedef struct stack {
    sll_node *top;
} stack;

stack* stack_create() {
    stack *s = malloc(sizeof(stack));
    if (s) s->top = NULL;
    return s;
}

void stack_push(stack *s, int value) {
    if (!s) return;
    sll_node *new_node = sll_create_node(value);
    if (!new_node) return;
    new_node->next = s->top;
    s->top = new_node;
}

// Returns 0 on success, -1 on error (empty stack)
int stack_pop(stack *s, int *result) {
    if (!s || !s->top) return -1;
    sll_node *temp = s->top;
    *result = temp->data;
    s->top = temp->next;
    free(temp);
    return 0;
}

// ==================== Queue (using singly linked list with head and tail) ====================
typedef struct queue {
    sll_node *front;
    sll_node *rear;
} queue;

queue* queue_create() {
    queue *q = malloc(sizeof(queue));
    if (q) {
        q->front = q->rear = NULL;
    }
    return q;
}

void queue_enqueue(queue *q, int value) {
    if (!q) return;
    sll_node *new_node = sll_create_node(value);
    if (!new_node) return;
    if (q->rear == NULL) {
        q->front = q->rear = new_node;
    } else {
        q->rear->next = new_node;
        q->rear = new_node;
    }
}

// Returns 0 on success, -1 on error (empty queue)
int queue_dequeue(queue *q, int *result) {
    if (!q || !q->front) return -1;
    sll_node *temp = q->front;
    *result = temp->data;
    q->front = temp->next;
    if (q->front == NULL) q->rear = NULL;
    free(temp);
    return 0;
}

// ==================== Test (optional) ====================
int main() {
    // Test doubly linked list
    dll_node *dll_head = NULL;
    dll_insert_begin(&dll_head, 10);
    dll_insert_begin(&dll_head, 20);
    dll_insert_begin(&dll_head, 30);
    printf(""Doubly linked list forward: "");
    for (dll_node *p = dll_head; p; p = dll_next_element(p))
        printf(""%d "", p->data);
    printf(""\nBackward: "");
    dll_node *last = dll_head;
    while (last && last->next) last = last->next;
    for (dll_node *p = last; p; p = dll_prev_element(p))
        printf(""%d "", p->data);
    printf(""\n"");

    // Test singly linked list prev_element
    sll_node *sll_head = NULL;
    sll_insert_begin(&sll_head, 5);
    sll_insert_begin(&sll_head, 15);
    sll_insert_begin(&sll_head, 25);
    sll_node *target = sll_head->next; // 15
    sll_node *prev = sll_prev_element(sll_head, target);
    if (prev)
        printf(""Previous of %d is %d\n"", target->data, prev->data);
    else
        printf(""No previous element\n"");

    // Test stack
    stack *s = stack_create();
    stack_push(s, 100);
    stack_push(s, 200);
    int val;
    if (stack_pop(s, &val) == 0) printf(""Stack pop: %d\n"", val);
    if (stack_pop(s, &val) == 0) printf(""Stack pop: %d\n"", val);
    if (stack_pop(s, &val) == -1) printf(""Stack empty\n"");

    // Test queue
    queue *q = queue_create();
    queue_enqueue(q, 1);
    queue_enqueue(q, 2);
    queue_enqueue(q, 3);
    if (queue_dequeue(q, &val) == 0) printf(""Queue dequeue: %d\n"", val);
    if (queue_dequeue(q, &val) == 0) printf(""Queue dequeue: %d\n"", val);
    if (queue_dequeue(q, &val) == 0) printf(""Queue dequeue: %d\n"", val);
    if (queue_dequeue(q, &val) == -1) printf(""Queue empty\n"");

    // Free memory (not strictly necessary for this demo, but good practice)
    // For simplicity, we skip full cleanup. In real code, you'd free all nodes.

    return 0;
}",,C,0
PGA-SAM23-Q01,2023,Sample Paper,Functions 1;Pointer 1,"Question 1: What is the difference between call by value and call by reference in C
programming? (2 marks)","Answer: When using call by value, you are sending the value of a variable as parameter to a
function, whereas call by reference sends the address of the variable. (1 mark) Also under call by
value, the value of the caller function is not affected by the operations in the called function, while
in the case of call by reference, values of caller can be affected by the called function. (1 mark)",,C,0
PGA-SAM23-Q02,2023,Sample Paper,Dynamic Memory Allocation,"Question 2: What does dynamic memory allocation mean? What are the functions in the C
Standard Library that deal with dynamic memory allocation of variables? Write two simple C
statements that allocate and release memory for an integer array that contains 1000 elements. (2
marks)","Answer: Dynamic memory allocation means that a program obtains and releases memory
space (on the heap) at execution time rather than at compilation time. (0.5 mark)
malloc() and free() (0.5 mark)

int *ptr = malloc(1000 * sizeof(int));
free(ptr);

(1 mark)",,C,0
PGA-SAM23-Q03,2023,Sample Paper,Fundamental;Functions 2,"Question 3: Explain what would happen when the program exam.c, as shown in Figure 1, is
compiled using the command as shown in Figure 2 on cslinux. (2 marks)","Answer: The program will not compile because -lm is not included as one of the parameters
when compiling the program. [1 mark]
The program will also have a warning, because math.h is not included in the code. [1 mark]",,C,0
PGA-SAM23-Q04,2023,Sample Paper,Iteration,"Question 4: Use a while loop to implement the same output as the following code. (2 marks)

for(a=1; a<=100; a++)
 printf(""%d\n"", a*a);","Answer: a = 1;
while(a <= 100)
{
 printf(""%d\n"", a * a);
 a++;
}",,C,0
PGA-SAM23-Q05,2023,Sample Paper,Structures;Characters and Strings;Functions 2,"Question 5: There are several mistakes contained in the following C program. Identify and
correct them in order to compile and run without error. (4 marks).

#include <stdio.h>

struct emp
{
 char n[20];
 int age;
};

int main(void)
{
 struct emp e1 = {""David"", 23};
 struct emp e2;
 scanf(""%s %d"", e2.n, e2.age);
 if(structcmp(e1, e2) == 0)
  printf(""Equal structs."");
 else
  printf(""Unequal structs."");
}

structcmp (struct emp x, struct emp y)
{
 if(x.n == y.n)
  if(x.age == y.age)
   return 0;
 return 1;
}","Answer: The function structcmp should have a return type.
int structcmp(struct emp x, struct emp y)

The function structcmp should have a declaration.
int structcmp(struct emp x, struct emp y);

Two strings cannot be compared by using ==.
if(x.n == y.n) => if(strcmp(x.n, y.n) == 0)

Parameters of scanf() should be address or pointers.
scanf(""%s %d"", e2.n, e2.age); => scanf(""%s %d"", e2.n, &e2.age);

[1 mark] for finding each mistake and correction.",,C,0
PGA-SAM23-Q06,2023,Sample Paper,Functions 1;Operators;Pointer 1,"Question 6: Complete the function body of check in the program below. This function should
take two arguments, a variable of type integer called input and a pointer called ptr that points to
an integer. A calculation to determine whether the input is odd, even or zero must be done within
this function. If input is zero, the program should print 0. If input is odd, the program prints -1. If
input is even, the program should print 1. You may assume that the user will only enter a single
whole number in each prompt (i.e., no text, no floating-point numbers, no empty input, etc.) (3 marks)

#include <stdio.h>

void check(int input, int *ptr);

int main(void)
{
 int in = 0;
 int out = 0;

 while(in != -9999)
 {
  scanf(""%d"", &in);
  check(in, &out);
  printf(""%d\n"", out);
 }
 return 0;
}","Answer: void check(int input, int *ptr)
{
 if(input == 0)
  *ptr = 0;
 else if((input % 2) == 0)
  *ptr = 1;
 else
  *ptr = -1;
}

[1 mark] for correct function definition, [2 marks] for the if-else control structure in function
body.",,C,0
PGA-SAM23-Q07,2023,Sample Paper,Singly Linked List,"Question 7: An incomplete C program that employs a singly linked list is given below.
Complete the printList function which prints out all values in the linked list. Each value should
be printed on a different line. (3 marks)

struct node{
 int data;
 struct node *next;
};
typedef struct node Node;

Node *head;

void InsertNodeAtFront(int data);
void printList();

void InsertNodeAtFront(int data)
{
    Node *temp = new Node;
    temp->data = data;
    temp->next = head;
    head = temp;
}","Answer: void printList()
{
 Node *tmp = head;
 while(tmp != NULL)
 {
  printf(""%d\n"", tmp->data);
  tmp = tmp->next;
 }
}

[1 mark] for defining the tmp node, [2 marks] for the iteration to print each item in the list.",,C,0
PGA-SAM23-Q08,2023,Sample Paper,Dynamic Memory Allocation;Structures;Characters and Strings,"Question 8: Identify potential mistakes contained in the function func and suggest how to
correct them. (3 marks)

#include <stdio.h>
#include <stdlib.h>
struct ex
{
     int i;
     float j;
     char *s;
};

void func (void)
{
struct ex *p = malloc(sizeof(struct ex));
p->s = malloc(20 * sizeof(char));
scanf(""%s"", &p->s);
printf(""%s"", p->s)
free(p);
}","Answer: &p->s in the line scanf(""%s"", &p->s); should be p->s [1 mark]
There is potential memory leak because allocated memory does not freed. Add free(p->s); before
free(p); [2 marks]",,C,0
PGA-SAM23-Q09,2023,Sample Paper,Functions 1;Pointer 1,"Question 9: What is the output of the following program? (4 marks)

#include <stdio.h>

int f1(int x, int y)
{
 x = x + 2;
 y = y + 3;
 return x + y;
}

int f2(int *x, int y)
{
 *x = *x + 2;
 y = y + 3;
 return *x + y;
}

int f3(int *x, int *y)
{
 *x = *x + 2;
 *y = *y + 3;
 return *x + *y;
}

int f4(int x, int *y, int *z)
{
 x = x + *y;
 *y = *z + 3;
 z = &x;
 *z = *y * 2;
 return *z;
}

int main(int argc, char *argv[])
{
 int k = 1, m = 3, r = 2;
 printf(""1) %d %d %d \n"", k, m, r);
 r = f1(k, m);
 printf(""2) %d %d %d \n"", k, m, r);
 r = f2(&k, m);
 printf(""3) %d %d %d \n"", k, m, r);
 r = f3(&k, &m);
 printf(""4) %d %d %d \n"", k, m, r);
 r = f4(k, &m, &r);
 printf(""5) %d %d %d \n"", k, m, r);
 return 0;
}","Answer: 1) 1 3 2
2) 1 3 9
3) 3 3 9
4) 5 6 11
5) 5 14 28

[1 mark] for each line of 2-5.",,C,0
PGA-SAM24-Q01,2024,Sample Paper,Dynamic Memory Allocation,Question 1: What is the reason and consequence of memory leaks in C? [2 Marks],"Solution:
[Knowledge](Difficulty level: easy) A memory leak in C occurs when a program allocates memory on the heap
(using functions like malloc(), calloc(), or realloc()) and fails to release it using free() after it is no longer needed.
This causes the allocated memory to remain reserved and inaccessible, even though the program has no way to
use it, which eventually exhausts available memory, leading to performance degradation or a system crash.

Marking Scheme: 1 mark for the reason of memory leaks and another 1 mark for its consequences.",,C,0
PGA-SAM24-Q02,2024,Sample Paper,Pointer 1;Pointers to Pointers,"Question 2: What is a pointer to a pointer in C? Write a C program that uses a pointer to a pointer to change the
value of an integer variable.
[5 Marks]","Solution:
[Knowledge](Difficulty level: easy) A pointer to a pointer is a variable that stores the address of another pointer.

#include <stdio.h>

void changeValue(int **ptr) {
    **ptr = 100;
}

int main() {
    int value = 50;
    int *ptr = &value;
    int **dptr = &ptr;

    printf(""Before: %d\n"", value);
    changeValue(dptr);
    printf(""After: %d\n"", value);
    return 0;
}

Marking Scheme: 1 mark for defining pointer to pointer. 1 mark for declaring an integer pointer variable and
assigning the address of a variable to it. 1 mark for declaring a pointer to a pointer variable. 1 mark for assigning the
address of the pointer variable to the pointer to a pointer variable. 1 mark for assigning an integer value to the
pointer to pointer variable print both the old and new values.",,C,0
PGA-SAM24-Q03,2024,Sample Paper,Arrays;Iteration,"Question 3: Error Identification and Correction
The following C program is intended to read a list of integers from the user, calculate their sum, and print the
result. However, it contains several errors. Identify and correct these errors. Provide the corrected code and
explain each correction you made.
[4 Marks]

1    #include <stdio.h>
2    void main() {
3         int n, i, sum;
4         printf(""Enter the number of elements: "");
5         scanf(""%d"", n);
6         int arr[n];
7         printf(""Enter %d integers:\n"", n);
8         for(i = 0; i <= n; i++) {
9              scanf(""%d"", &arr);
10       }
11       sum = 0;
12       for(i = 0; i < n; i++) {
13            sum = arr[i];
14        }
15        printf(""Sum of the elements: %d\n"", sum);
16    }","Solution:
[Comprehension](Difficulty level: medium) Errors Identified:
1. scanf(""%d"", n)in line 5 should be scanf(""%d"", &n) - the address of n is needed.
2. The loop for(i = 0; i <= n; i++) in line 8 should be for(i = 0; i < n; i++) - The loop runs out of bounds.
3. scanf(""%d"", &arr) in line 9 should be scanf(""%d"", &arr[i]) - the array index is missing.
4. sum = arr[i] in line 13 should be sum += arr[i] - cumulative summation operation is missing.

Corrected Code:
#include <stdio.h>

int main() {
    int n, i, sum;
    printf(""Enter the number of elements: "");
    scanf(""%d"", &n);
    int arr[n];
    printf(""Enter %d integers:\n"", n);
    for(i = 0; i < n; i++) {
        scanf(""%d"", &arr[i]);
    }
    sum = 0;
    for(i = 0; i < n; i++) {
        sum += arr[i];
    }
    printf(""Sum of the elements: %d\n"", sum);
    return 0;
}

Explanation of Corrections:
1. Corrected scanf for n: Changed scanf(""%d"", n) to scanf(""%d"", &n) in line 5 because scanf requires the
address of the variable where it stores the input value.
2. Fixed Loop Condition: Changed for(i = 0; i <= n; i++) to for(i = 0; i < n; i++) in line 8 to ensure the loop runs
exactly n times without going out of bounds.
3. Corrected scanf for array index: Changed for scanf(""%d"", &arr) to scanf(""%d"", &arr[i]) in line 9 for storing
each input element in each individual location of the array.
4. Fixed Cumulative Summation Operation: Changed for sum = arr[i] to sum += arr[i] in line 13 to perform
cumulative summation operation of each individual input with the intermittent result.

Marking Scheme: 0.5 mark for identifying each of the mistakes in the program and 0.5 mark for correction for each
of the mistakes and explanations.",,C,0
